"Any","Demarcació","Tipus de transport","Línia","Origen línia [Codi Municipi]","Origen línia [Municipi]","Origen línia [Codi Comarca]","Origen línia [Comarca]","Origen línia [Àmbit funcional]","Final línia [Codi Municipi]","Final línia [Municipi]","Final línia [Codi Comarca]","Final línia [Comarca]","Final línia [Àmbit funcional]","Operadora","Passatgers","Longitud WGS84 inici [Municipi]","Latitud WGS84 inici [Municipi]","Georeferència inici [Municipi]","Longitud WGS84 final [Municipi]","Latitud WGS84 final [Municipi]","Georeferència final [Municipi]"
"2013","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés",,"2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2013","Barcelona","Línia exprés - Corredor","e2.2","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2013","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","60.452","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2013","Tarragona","Línia exprés - Corredor","e5","431233","Reus","8","Baix Camp","Camp de Tarragona","439057","Salou","36","Tarragonès","Camp de Tarragona","Plana",,"1.108491969","41.15501639","POINT (1.108491969 41.15501639)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2013","Tarragona","Línia exprés - Corredor","e7","431482","Tarragona","36","Tarragonès","Camp de Tarragona","430385","Cambrils","8","Baix Camp","Camp de Tarragona","Plana",,"1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.057802277","41.07103393","POINT (1.057802277 41.07103393)"
"2013","Barcelona","Línia exprés - Corredor","e11.1","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró","21","Maresme","Metropolità","Casas",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2013","Barcelona","Línia exprés - Corredor","e24","080193","Barcelona","13","Barcelonès","Metropolità","080765","Esparreguera","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.870708537","41.53896619","POINT (1.870708537 41.53896619)"
"2013","Barcelona","Línia exprés - Corredor","e16","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sitges","17","Garraf","Penedès","Cintoi",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"2013","Barcelona","Línia exprés - Corredor","e22","080193","Barcelona","13","Barcelonès","Metropolità","081136","Manresa","7","Bages","Comarques Centrals","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"2013","Lleida","Línia exprés - Corredor","e6","251207","Lleida","33","Segrià","Ponent","250582","Les Borges Blanques","18","Garrigues","Ponent","ALSA",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.86916301","41.5206285","POINT (0.86916301 41.5206285)"
"2013","Barcelona","Línia exprés - Corredor","e10","080193","Barcelona","13","Barcelonès","Metropolità","082671","Sentmenat","40","Vallès Occidental","Metropolità","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.136193226","41.60925884","POINT (2.136193226 41.60925884)"
"2013","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"2013","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2013","Barcelona","Línia exprés - Corredor","e5","080193","Barcelona","13","Barcelonès","Metropolità","081022","Igualada","6","Anoia","Penedès","Hispano Igualadina","477.131","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.617581375","41.57871621","POINT (1.617581375 41.57871621)"
"2013","Barcelona","Línia exprés - Corredor","e1","080193","Barcelona","13","Barcelonès","Metropolità","081878","Sabadell","40","Vallès Occidental","Metropolità","Marfina","115.848","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2013","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
"2013","Barcelona","Línia exprés - Corredor","e9","080193","Barcelona","13","Barcelonès","Metropolità","080333","Caldes de Montbui","41","Vallès Oriental","Metropolità","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.162240112","41.63459072","POINT (2.162240112 41.63459072)"
"2013","Tarragona","Línia exprés - Corredor","e3","431554","Tortosa","9","Baix Ebre","Terres de l'Ebre","430043","Alcanar","22","Montsià","Terres de l'Ebre","HIFE",,"0.520955976","40.810905","POINT (0.520955976 40.810905)","0.481966932","40.5428638","POINT (0.481966932 40.5428638)"
"2013","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2013","Tarragona","Línia exprés - Corredor","e4","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431233","Reus","8","Baix Camp","Camp de Tarragona","Hispano Igualadina",,"1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.108491969","41.15501639","POINT (1.108491969 41.15501639)"
"2013","Girona","Línia exprés - Corredor","e3","170792","Girona","20","Gironès","Comarques Gironines","171175","Palafrugell (per Palamós)","10","Baix Empordà","Comarques Gironines","SARFA",,"2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.164065976","41.91495458","POINT (3.164065976 41.91495458)"
"2013","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA",,"2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2013","Barcelona","Línia exprés - Corredor","e8-nit","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2013","Tarragona","Línia exprés - Corredor","e2","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431613","Valls","1","Alt Camp","Camp de Tarragona","Plana",,"1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.247623975","41.28430482","POINT (1.247623975 41.28430482)"
"2013","Barcelona","Línia exprés - Corredor","e6","080193","Barcelona","13","Barcelonès","Metropolità","083054","Vilafranca del Penedès","3","Alt Penedès","Penedès","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.697222865","41.34649761","POINT (1.697222865 41.34649761)"
"2013","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA",,"2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2013","Girona","Línia exprés - Corredor","e2","170792","Girona","20","Gironès","Comarques Gironines","171997","l'Estartit (per Torroella)","10","Baix Empordà","Comarques Gironines","AMPSA",,"2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.12637678","42.04101493","POINT (3.12637678 42.04101493)"
"2013","Barcelona","Línia exprés - Corredor","e4","080193","Barcelona","13","Barcelonès","Metropolità","081803","Ripollet","40","Vallès Occidental","Metropolità","R. Font","621.067","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.15349201","41.49650163","POINT (2.15349201 41.49650163)"
"2013","Barcelona","Línia exprés - Corredor","e8","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2013","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2013","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2013","Barcelona","Línia exprés - Corredor","e7-e21-e26","080193","Barcelona","13","Barcelonès","Metropolità",,"Vall de Tenes","41","Vallès Oriental","Vall de Tenes","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)",,,
"2013","Barcelona","Línia exprés - Corredor","e19","080193","Barcelona","13","Barcelonès","Metropolità","080039","Alella","21","Maresme","Metropolità","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.295144857","41.49384008","POINT (2.295144857 41.49384008)"
"2013","Barcelona","Línia exprés - Corredor","e20","080193","Barcelona","13","Barcelonès","Metropolità","082896","Torrelles de Llobregat (per St. Vicenç dels Horts)","11","Baix Llobregat","Metropolità","Soler i Sauret",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.981109195","41.35904782","POINT (1.981109195 41.35904782)"
"2013","Lleida","Línia exprés - Corredor","e2","251207","Lleida","33","Segrià","Ponent","250138","Alfarràs","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.56965673","41.82999269","POINT (0.56965673 41.82999269)"
"2013","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2012","Lleida","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.276.498",,,,,,
"2012","Tarragona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10.208.115",,,,,,
"2012","Barcelona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31.335.262",,,,,,
"2012","Girona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.883.072",,,,,,
"2012","Girona","Línia exprés - Corredor","e2","170792","Girona","20","Gironès","Comarques Gironines","171997","l'Estartit (per Torroella)","10","Baix Empordà","Comarques Gironines","AMPSA",,"2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.12637678","42.04101493","POINT (3.12637678 42.04101493)"
"2012","Barcelona","Línia exprés - Corredor","e8","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2012","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2012","Barcelona","Línia exprés - Corredor","e20","080193","Barcelona","13","Barcelonès","Metropolità","082896","Torrelles de Llobregat (per St. Vicenç dels Horts)","11","Baix Llobregat","Metropolità","Soler i Sauret",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.981109195","41.35904782","POINT (1.981109195 41.35904782)"
"2012","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2012","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2012","Barcelona","Línia exprés - Corredor","e6","080193","Barcelona","13","Barcelonès","Metropolità","083054","Vilafranca del Penedès","3","Alt Penedès","Penedès","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.697222865","41.34649761","POINT (1.697222865 41.34649761)"
"2012","Barcelona","Línia exprés - Corredor","e8-nit","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2012","Tarragona","Línia exprés - Corredor","e4","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431233","Reus","8","Baix Camp","Camp de Tarragona","Hispano Igualadina",,"1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.108491969","41.15501639","POINT (1.108491969 41.15501639)"
"2012","Barcelona","Línia exprés - Corredor","e9","080193","Barcelona","13","Barcelonès","Metropolità","080333","Caldes de Montbui","41","Vallès Oriental","Metropolità","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.162240112","41.63459072","POINT (2.162240112 41.63459072)"
"2012","Tarragona","Línia exprés - Corredor","e3","431554","Tortosa","9","Baix Ebre","Terres de l'Ebre","430043","Alcanar","22","Montsià","Terres de l'Ebre","HIFE",,"0.520955976","40.810905","POINT (0.520955976 40.810905)","0.481966932","40.5428638","POINT (0.481966932 40.5428638)"
"2012","Tarragona","Línia exprés - Corredor","e2","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431613","Valls","1","Alt Camp","Camp de Tarragona","Plana",,"1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.247623975","41.28430482","POINT (1.247623975 41.28430482)"
"2012","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
"2012","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","4.443","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2012","Tarragona","Línia exprés - Corredor","e1","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431634","Vendrell (per Torredembarra)","12","Baix Penedès","Penedès","Autocars del Penedès",,"1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.53509551","41.22012232","POINT (1.53509551 41.22012232)"
"2012","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2012","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA",,"2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2012","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA",,"2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2012","Barcelona","Línia exprés - Corredor","e10","080193","Barcelona","13","Barcelonès","Metropolità","082671","Sentmenat","40","Vallès Occidental","Metropolità","Sagalés",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.136193226","41.60925884","POINT (2.136193226 41.60925884)"
"2012","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
